Median House Value,Median Income,House Age,Average Rooms,Average Bedrooms,Population,Average Occupancy,Latitude,Longitude
19.1700,2.6957,23.0,3.667954,1.111969,2249.0,2.894466,34.2,-118.48
22.1099,2.8645,20.0,4.126720,1.154236,3809.0,2.758146,34.19,-118.48
21.0400,3.8833,36.0,4.865248,1.000000,1132.0,2.676123,34.19,-118.48
28.1700,2.7118,25.0,3.841004,1.235983,2723.0,2.278661,34.2,-118.47
29.2900,3.8920,33.0,4.601423,1.118624,2113.0,2.506524,34.19,-118.47
19.0500,2.5562,27.0,3.454945,0.989011,1039.0,2.283516,34.2,-118.45
23.0799,2.5842,18.0,3.677898,1.078167,2099.0,2.828841,34.2,-118.45
20.5600,3.0893,22.0,3.859300,1.073132,2519.0,2.002385,34.2,-118.46
19.2200,2.4667,37.0,4.241107,1.003953,739.0,2.920949,34.19,-118.45
23.3500,2.7237,20.0,3.671569,1.115196,4826.0,2.957108,34.19,-118.46
25.6300,6.1142,35.0,4.825243,0.954693,779.0,2.521036,34.19,-118.46
23.8099,3.1118,29.0,4.493373,1.022091,1942.0,2.860088,34.2,-118.43
23.4900,2.7375,36.0,4.870036,1.124549,1544.0,2.787004,34.2,-118.44
22.5599,2.5197,35.0,3.468687,0.965657,1628.0,3.288889,34.2,-118.44
23.2500,2.9360,17.0,3.300337,1.068616,2517.0,2.831271,34.2,-118.44
24.5500,4.1250,27.0,4.831461,1.037921,1827.0,2.566011,34.19,-118.43
24.3600,5.0000,37.0,4.368876,0.991354,983.0,2.832853,34.19,-118.44
21.5499,2.6709,19.0,4.176048,1.148503,2278.0,2.728144,34.19,-118.44
19.9100,2.4583,29.0,3.650685,1.047945,1143.0,2.609589,34.19,-118.44
27.1100,2.6364,22.0,3.587413,0.993007,1254.0,2.192308,34.18,-118.43
22.1000,2.2326,36.0,3.933712,0.939394,1206.0,2.284091,34.18,-118.44
17.8100,2.8910,11.0,3.764323,1.238281,2166.0,2.820312,34.19,-118.44
15.4200,2.1977,17.0,2.780576,1.064748,2423.0,4.357914,34.18,-118.44
18.1300,2.2264,11.0,2.899415,1.052632,2466.0,2.884211,34.19,-118.45
15.8300,2.0192,22.0,3.528752,1.158485,3350.0,4.698457,34.18,-118.45
17.4200,3.0877,27.0,3.596100,1.001393,2038.0,2.838440,34.18,-118.46
22.5000,5.0929,41.0,5.632653,1.000000,495.0,2.525510,34.19,-118.47
22.8799,3.7171,39.0,4.763158,1.021053,839.0,2.207895,34.18,-118.45
24.6400,3.6875,34.0,4.419664,1.059952,861.0,2.064748,34.18,-118.45
25.1399,4.5081,33.0,4.511335,0.972292,844.0,2.125945,34.18,-118.46
25.3200,3.4583,35.0,4.341289,1.109785,1336.0,3.188544,34.18,-118.46
21.5000,2.2461,35.0,3.796875,1.054688,550.0,2.148438,34.18,-118.44
28.6700,3.8081,25.0,5.183716,1.183716,1941.0,2.026096,34.17,-118.44
22.5000,3.6019,33.0,4.615556,1.080000,1021.0,2.268889,34.18,-118.45
21.0000,2.6238,25.0,3.765978,1.086529,2328.0,2.289086,34.18,-118.43
28.6100,4.3750,33.0,5.439898,1.058824,1056.0,2.700767,34.18,-118.44
26.6000,2.6979,33.0,4.075243,0.980583,933.0,2.264563,34.17,-118.43
35.3100,4.4464,34.0,5.081585,0.988345,906.0,2.111888,34.17,-118.43
50.0000,11.2093,42.0,6.876106,0.902655,284.0,2.513274,34.17,-118.43
27.9400,3.2763,29.0,4.482471,1.071786,1085.0,1.811352,34.17,-118.44
37.9700,4.0474,34.0,5.508403,0.981092,1233.0,2.590336,34.16,-118.43
32.8500,4.1218,35.0,4.943820,1.030498,1362.0,2.186196,34.16,-118.44
33.7500,4.0391,33.0,5.196141,1.035370,580.0,1.864952,34.16,-118.44
27.2600,3.7105,22.0,4.083607,1.113115,2237.0,1.833607,34.16,-118.45
27.7300,3.2386,21.0,4.578723,1.121277,996.0,2.119149,34.17,-118.45
26.1300,4.3333,33.0,4.711246,1.044073,1388.0,2.109422,34.17,-118.45
30.9300,4.1875,24.0,4.538710,1.088710,1463.0,2.359677,34.17,-118.46
27.3700,3.1478,22.0,4.165839,1.078882,2620.0,1.627329,34.17,-118.46
31.4800,4.4750,33.0,5.170732,1.016260,1035.0,2.103659,34.16,-118.45
28.0400,4.4423,28.0,5.128440,1.141284,1173.0,2.152294,34.16,-118.46
29.9100,4.3839,26.0,4.718519,1.198148,1098.0,2.033333,34.16,-118.46
22.7100,2.8750,22.0,3.573365,1.076016,4876.0,2.873306,34.21,-118.54
19.9200,3.9886,32.0,4.740402,1.034735,1596.0,2.917733,34.21,-118.54
22.4100,4.6731,35.0,5.385113,0.970874,1000.0,3.236246,34.22,-118.54
20.1600,4.1597,37.0,4.371585,0.953552,1012.0,2.765027,34.2,-118.54
20.3700,4.1319,33.0,5.262530,1.081146,1242.0,2.964200,34.19,-118.54
22.2100,4.3461,36.0,5.919492,1.108051,1334.0,2.826271,34.22,-118.51
23.6100,4.9643,36.0,5.118367,0.934694,629.0,2.567347,34.21,-118.5
21.5899,5.5675,36.0,5.376623,1.006494,817.0,2.652597,34.21,-118.5
20.9200,4.1849,36.0,4.979592,0.987245,1156.0,2.948980,34.22,-118.51
22.3600,4.7000,36.0,6.020101,1.057789,1064.0,2.673367,34.21,-118.51
21.3200,4.8646,36.0,5.488971,1.047794,766.0,2.816176,34.22,-118.51
19.5400,5.0282,35.0,5.641593,0.982301,959.0,4.243363,34.22,-118.52
20.3300,5.5209,35.0,6.532258,1.096774,1052.0,4.241935,34.22,-118.52
20.6700,4.3261,36.0,5.606557,0.992974,1490.0,3.489461,34.21,-118.52
21.1000,5.1265,34.0,5.897163,1.060284,762.0,2.702128,34.21,-118.52
19.9800,4.6607,29.0,4.730104,0.979239,2630.0,3.033449,34.22,-118.53
21.3200,2.9389,18.0,4.308966,1.097931,1855.0,2.558621,34.21,-118.53
24.6400,5.0622,35.0,5.972350,1.129032,1427.0,3.288018,34.21,-118.55
20.5100,4.4271,35.0,5.813880,1.037855,1041.0,3.283912,34.22,-118.56
19.6800,3.5333,36.0,5.185484,0.975806,788.0,3.177419,34.21,-118.56
19.7000,4.3194,34.0,5.225490,0.960784,819.0,2.676471,34.22,-118.56
20.8700,3.8247,33.0,4.827160,1.034568,2097.0,2.588889,34.21,-118.55
18.9800,3.7313,13.0,4.696560,1.042865,4126.0,2.327129,34.21,-118.56
19.9800,4.3571,35.0,4.975904,1.022375,1757.0,3.024096,34.2,-118.52
20.5300,3.2250,33.0,4.285714,1.072084,2118.0,2.775885,34.2,-118.53
20.0300,4.5125,35.0,5.363344,1.067524,807.0,2.594855,34.21,-118.5
20.9000,4.1806,35.0,4.890909,0.933333,850.0,2.575758,34.2,-118.51
18.8400,4.0923,37.0,4.990338,1.048309,1031.0,2.490338,34.2,-118.51
19.3700,4.5648,36.0,4.864469,1.051282,823.0,3.014652,34.21,-118.52
20.3799,2.2304,42.0,4.664671,0.964072,884.0,2.646707,34.2,-118.5
26.2500,4.2344,33.0,4.930085,1.014831,1166.0,2.470339,34.2,-118.51
22.7500,3.7049,34.0,5.366355,1.085981,1350.0,2.523364,34.2,-118.51
22.9199,5.3028,35.0,6.026128,0.992874,1161.0,2.757720,34.19,-118.51
22.1099,4.2865,38.0,5.757256,1.079156,1141.0,3.010554,34.19,-118.51
22.9100,4.1304,18.0,4.674367,1.026403,2047.0,2.251925,34.2,-118.5
22.8300,5.0796,35.0,6.112360,1.101124,1158.0,2.602247,34.19,-118.5
22.4700,4.0000,26.0,4.587234,1.082979,1142.0,2.429787,34.19,-118.5
19.5000,2.6437,19.0,3.531097,1.067103,2490.0,2.037643,34.2,-118.52
20.7200,4.9102,37.0,5.070621,0.977401,1082.0,3.056497,34.2,-118.52
19.1100,2.8701,26.0,3.683250,1.097844,1998.0,3.313433,34.2,-118.53
17.9800,3.6905,21.0,4.058917,1.036624,1624.0,2.585987,34.2,-118.55
21.1800,3.5313,31.0,4.730120,1.012048,1494.0,3.600000,34.2,-118.55
20.3900,2.9511,42.0,5.404908,1.042945,464.0,2.846626,34.19,-118.52
20.6900,3.8516,37.0,5.492958,0.968310,763.0,2.686620,34.19,-118.52
21.2100,4.8295,37.0,5.516035,1.011662,1039.0,3.029155,34.19,-118.52
19.2300,2.6250,32.0,4.135861,1.093207,1961.0,3.097946,34.19,-118.53
24.5400,4.2143,34.0,5.402810,0.908665,1168.0,2.735363,34.18,-118.52
24.0300,4.2083,26.0,5.366324,1.137532,2118.0,2.722365,34.18,-118.53
19.0900,4.1750,36.0,5.398601,1.076923,891.0,3.115385,34.2,-118.56
20.1399,5.4548,35.0,5.585714,1.028571,425.0,3.035714,34.19,-118.56
18.3600,3.9615,34.0,5.597285,1.095023,671.0,3.036199,34.19,-118.56
23.5100,4.4330,34.0,4.988395,1.085106,1237.0,2.392650,34.19,-118.56
25.0999,4.8263,36.0,5.059259,0.829630,719.0,2.662963,34.18,-118.56
23.9200,2.5739,22.0,4.586160,1.071913,2199.0,2.983718,34.19,-118.54
24.0300,3.9632,25.0,4.560000,1.075294,1280.0,3.011765,34.18,-118.54
22.2500,4.6750,36.0,5.093750,0.885417,475.0,2.473958,34.19,-118.55
22.3800,4.3654,31.0,5.155556,1.027778,990.0,2.750000,34.19,-118.55
21.7700,3.0187,24.0,4.173776,1.099526,1649.0,2.605055,34.21,-118.58
17.8800,2.9974,26.0,3.620155,1.037209,1986.0,3.079070,34.21,-118.59
20.1900,5.2149,18.0,4.758427,1.039326,733.0,4.117978,34.2,-118.59
22.0900,5.0150,37.0,5.578313,1.012048,826.0,3.317269,34.2,-118.58
25.8400,3.7798,27.0,4.769625,1.034130,1702.0,2.904437,34.22,-118.57
27.0500,5.8798,23.0,6.393464,1.036601,2447.0,3.198693,34.21,-118.57
25.5200,4.1359,17.0,4.607345,1.063559,1879.0,2.653955,34.22,-118.57
29.9300,4.0313,13.0,5.079119,1.074225,3739.0,3.049755,34.21,-118.58
22.8200,5.6345,35.0,5.470085,0.942308,1428.0,3.051282,34.22,-118.58
25.0900,4.7125,27.0,6.421512,1.026163,1034.0,3.005814,34.21,-118.58
22.7700,5.0462,34.0,6.370492,1.049180,895.0,2.934426,34.21,-118.59
22.5400,4.8333,34.0,4.647860,1.013619,1560.0,3.035019,34.21,-118.59
22.7500,2.8039,21.0,3.984918,1.072476,7282.0,3.050691,34.21,-118.6
25.1500,5.6407,34.0,6.065972,0.967014,1861.0,3.230903,34.21,-118.61
24.1299,5.6356,33.0,5.660900,0.951557,866.0,2.996540,34.22,-118.62
25.8599,6.1074,26.0,6.304094,1.007797,1597.0,3.113060,34.21,-118.62
23.2900,4.0909,34.0,6.151869,1.100467,1313.0,3.067757,34.22,-118.62
18.0500,3.3534,41.0,4.318367,0.930612,778.0,3.175510,34.21,-118.61
16.0900,3.6296,16.0,3.616842,0.983158,896.0,1.886316,34.2,-118.61
22.7100,5.4527,33.0,6.426108,1.061576,1208.0,2.975369,34.21,-118.61
23.5800,5.7613,23.0,6.296748,1.101626,1486.0,3.020325,34.2,-118.62
24.4800,5.5709,31.0,6.721088,1.100340,1762.0,2.996599,34.21,-118.63
39.0000,8.4438,16.0,7.512195,1.000000,1902.0,3.313589,34.22,-118.64
50.0000,9.6465,5.0,7.902475,0.967977,2315.0,3.369723,34.21,-118.65
33.8400,6.9223,23.0,7.069943,1.024575,3037.0,2.870510,34.2,-118.65
23.4900,5.0025,32.0,5.932110,1.014679,1678.0,3.078899,34.2,-118.62
33.6100,6.7785,19.0,7.801053,1.100000,2814.0,2.962105,34.2,-118.63
18.3500,2.5797,17.0,3.486624,1.105732,2924.0,3.724841,34.21,-118.59
15.0000,3.2296,10.0,3.460796,1.135103,2162.0,2.607961,34.2,-118.6
18.2300,2.6159,19.0,3.292092,1.093112,2004.0,2.556122,34.21,-118.6
22.1000,5.0483,35.0,4.985915,1.019718,1083.0,3.050704,34.2,-118.56
19.0400,4.1181,36.0,4.905028,0.932961,499.0,2.787709,34.21,-118.57
20.8000,3.1818,18.0,4.212478,1.100059,4642.0,2.732195,34.2,-118.57
22.3700,3.5000,21.0,4.304913,1.075145,1824.0,2.635838,34.2,-118.58
21.5600,4.1111,36.0,6.103286,1.035211,1246.0,2.924883,34.19,-118.56
20.1500,4.5568,36.0,5.750562,1.053933,1358.0,3.051685,34.2,-118.57
20.9200,5.2230,33.0,5.584127,0.987302,943.0,2.993651,34.2,-118.57
22.0200,5.1463,35.0,6.257028,1.072289,793.0,3.184739,34.2,-118.58
22.1300,4.2330,35.0,6.125000,1.055556,756.0,3.500000,34.2,-118.58
26.6700,4.8125,34.0,6.296830,1.072046,986.0,2.841499,34.19,-118.56
22.4900,3.8839,35.0,6.931548,1.187500,966.0,2.875000,34.19,-118.58
22.2800,3.3125,27.0,4.149080,1.036786,2863.0,2.771539,34.19,-118.58
18.7500,2.8500,15.0,2.839518,1.000928,2173.0,2.015770,34.19,-118.58
34.0500,5.6159,28.0,6.349650,0.993007,368.0,2.573427,34.18,-118.58
24.4800,5.0309,29.0,6.239691,1.036082,1120.0,2.886598,34.2,-118.62
33.3100,6.4044,25.0,7.116173,1.066059,1241.0,2.826879,34.18,-118.62
26.7400,5.5101,35.0,6.139683,0.974603,905.0,2.873016,34.19,-118.62
24.5800,5.5191,29.0,6.196296,1.051852,794.0,2.940741,34.2,-118.61
24.6400,4.1154,28.0,5.455064,1.068474,1790.0,2.553495,34.19,-118.61
21.0100,4.3125,34.0,5.535433,1.000000,369.0,2.905512,34.19,-118.61
21.3899,2.8312,16.0,4.516051,1.266808,5105.0,1.546033,34.19,-118.6
25.9600,5.1529,32.0,6.337478,1.049734,1741.0,3.092362,34.19,-118.63
43.3000,6.6689,32.0,7.064378,1.038627,697.0,2.991416,34.18,-118.63
24.5600,6.0094,30.0,6.363395,0.989390,1062.0,2.816976,34.19,-118.64
24.8400,5.6163,33.0,6.419149,1.051064,1423.0,3.027660,34.19,-118.64
26.3400,5.1641,33.0,6.191870,1.013008,1784.0,2.900813,34.18,-118.64
24.7300,4.4166,28.0,6.284069,1.095969,1424.0,2.733205,34.19,-118.64
24.0300,4.9250,27.0,5.500000,1.039877,1016.0,3.116564,34.18,-118.65
24.3000,5.2016,27.0,5.577465,1.028169,1346.0,2.708249,34.19,-118.65
37.4900,7.6420,23.0,7.232982,0.988495,3221.0,3.088207,34.19,-118.66
33.8200,5.5798,33.0,6.418573,1.059219,2019.0,2.717362,34.17,-118.63
40.9000,7.7846,26.0,7.663647,1.022650,2574.0,2.915062,34.17,-118.64
43.9799,6.5304,36.0,7.217918,1.067797,1243.0,3.009685,34.18,-118.57
32.7300,6.0928,35.0,6.058480,0.929825,908.0,2.654971,34.17,-118.57
33.4900,6.2064,29.0,5.780239,0.977853,1471.0,2.505963,34.17,-118.58
27.1300,4.2009,7.0,4.843890,1.099714,4404.0,1.799755,34.18,-118.59
32.8900,3.8819,19.0,4.755200,1.076000,2372.0,1.897600,34.17,-118.61
26.2800,3.0404,32.0,5.037162,1.199324,756.0,2.554054,34.17,-118.62
30.8300,6.8482,34.0,6.296724,1.036609,1463.0,2.818882,34.17,-118.62
38.9700,6.7977,33.0,7.194521,1.041096,2041.0,2.795890,34.18,-118.63
36.7600,7.4918,26.0,7.164852,1.020218,1769.0,2.751166,34.18,-118.65
41.9000,8.3912,25.0,7.843416,1.016607,2519.0,2.988138,34.18,-118.66
27.8500,4.0000,31.0,4.691667,1.005556,705.0,1.958333,34.17,-118.61
31.9100,4.9102,32.0,5.995995,1.088117,1696.0,2.264352,34.15,-118.61
36.7400,6.8107,29.0,6.993590,1.036859,1550.0,2.483974,34.16,-118.61
34.7700,6.0192,33.0,7.046229,1.107056,1116.0,2.715328,34.16,-118.63
39.2700,7.4570,30.0,6.759596,0.983838,1296.0,2.618182,34.16,-118.63
40.9900,7.9814,26.0,7.257692,1.014103,2493.0,3.196154,34.15,-118.62
50.0000,3.1875,31.0,5.462185,1.072829,870.0,2.436975,34.17,-118.57
50.0000,5.6327,18.0,6.759916,1.129436,2413.0,2.518789,34.17,-118.58
29.6000,5.4847,36.0,5.735562,1.091185,761.0,2.313070,34.17,-118.59
31.3100,4.1656,37.0,6.325368,1.073529,1283.0,2.358456,34.16,-118.6
33.8500,6.0794,32.0,6.337559,1.057052,1628.0,2.580032,34.16,-118.6
50.0000,10.9201,22.0,8.604755,1.049034,2059.0,3.059435,34.15,-118.57
45.0699,8.4196,21.0,7.207477,1.022430,1422.0,2.657944,34.15,-118.58
36.9700,6.7694,29.0,6.654605,1.085526,747.0,2.457237,34.15,-118.59
36.1900,6.1400,28.0,6.575540,1.070504,1693.0,2.435971,34.15,-118.6
48.3100,10.5511,19.0,8.986207,1.068966,450.0,3.103448,34.14,-118.59
31.1700,4.8984,31.0,4.492690,0.985380,1486.0,2.172515,34.18,-118.49
29.5300,4.8036,37.0,5.842593,1.126543,911.0,2.811728,34.18,-118.51
21.9000,3.1885,31.0,4.278947,1.097368,1411.0,1.856579,34.17,-118.51
21.3099,3.6750,43.0,4.871060,1.088825,930.0,2.664756,34.18,-118.52
21.6000,3.6534,46.0,5.297710,1.114504,1047.0,2.664122,34.18,-118.52
22.1800,3.1923,42.0,4.173575,1.062176,879.0,2.277202,34.18,-118.52
24.3800,3.8550,18.0,4.770030,1.047478,2897.0,2.149110,34.17,-118.53
31.5900,6.1274,11.0,6.750000,1.087500,386.0,2.412500,34.17,-118.54
31.1000,5.0605,32.0,5.735238,1.007619,1287.0,2.451429,34.18,-118.55
45.7300,5.4088,39.0,6.543165,1.046763,770.0,2.769784,34.18,-118.56
17.4500,3.0943,17.0,3.957213,1.093801,4100.0,2.249040,34.18,-118.54
18.9300,3.1887,16.0,3.798310,1.043295,3687.0,1.946674,34.18,-118.53
44.3600,5.6738,34.0,6.589812,1.160858,1034.0,2.772118,34.17,-118.54
42.5000,2.8527,25.0,3.897674,1.036047,1815.0,2.110465,34.17,-118.54
50.0000,7.8392,36.0,7.762774,1.083942,761.0,2.777372,34.17,-118.55
50.0000,7.1322,35.0,7.718346,1.010336,1244.0,3.214470,34.17,-118.56
25.9600,3.2153,20.0,4.133444,1.060181,7450.0,1.772122,34.17,-118.52
33.5400,5.1700,39.0,6.190805,1.098851,1219.0,2.802299,34.16,-118.52
29.0600,3.6141,32.0,4.738667,1.016000,1623.0,2.164000,34.16,-118.53
50.0000,5.4609,23.0,6.165837,1.102819,4076.0,2.253179,34.16,-118.51
50.0000,8.7172,32.0,7.693431,1.127737,769.0,2.806569,34.16,-118.48
50.0000,6.4958,37.0,6.872165,1.006186,1171.0,2.414433,34.16,-118.49
42.4000,7.1390,34.0,7.094000,1.046000,1187.0,2.374000,34.16,-118.5
50.0000,13.4196,33.0,8.255319,1.029255,1111.0,2.954787,34.15,-118.5
50.0000,10.3587,33.0,7.793388,0.991736,1010.0,2.782369,34.15,-118.49
50.0000,10.6796,28.0,8.406176,1.047506,1190.0,2.826603,34.14,-118.49
50.0000,12.8879,28.0,7.703196,1.031963,2431.0,2.775114,34.14,-118.51
50.0000,9.2189,28.0,8.046512,1.053488,2515.0,2.924419,34.14,-118.53
50.0000,10.2292,26.0,8.043755,1.030231,3599.0,2.863166,34.15,-118.54
50.0000,10.4399,23.0,8.310671,1.023236,3585.0,3.085198,34.14,-118.56
29.5800,3.2241,28.0,4.188377,1.139613,2549.0,1.702739,34.15,-118.43
46.7600,7.6720,42.0,5.958525,0.986175,459.0,2.115207,34.15,-118.43
44.7400,3.7125,26.0,4.915254,1.130508,1090.0,1.847458,34.15,-118.43
36.0600,2.8448,31.0,4.356808,0.997653,795.0,1.866197,34.15,-118.43
38.2500,3.4150,29.0,4.128205,1.098793,2352.0,1.773756,34.15,-118.44
50.0000,10.0549,44.0,7.083665,1.000000,641.0,2.553785,34.15,-118.44
35.9100,4.6375,15.0,4.350394,1.059055,1669.0,1.642717,34.15,-118.44
30.1700,3.2813,37.0,4.784946,1.025090,539.0,1.931900,34.15,-118.44
30.4500,2.9352,38.0,4.043732,0.982507,713.0,2.078717,34.15,-118.44
31.8300,3.6171,22.0,4.072841,1.060354,3303.0,1.718522,34.16,-118.45
33.2600,4.1727,10.0,4.101504,0.977444,517.0,1.943609,34.15,-118.45
47.8400,4.5656,20.0,5.147410,1.061089,1334.0,1.771580,34.15,-118.45
26.5400,3.4698,38.0,5.339286,1.071429,598.0,2.135714,34.16,-118.46
33.4900,3.8273,16.0,4.029851,1.053556,2195.0,1.927129,34.16,-118.46
45.7300,4.6420,7.0,4.854503,1.133949,2381.0,1.832948,34.15,-118.47
39.2500,4.6000,30.0,6.246732,1.209150,1449.0,2.367647,34.16,-118.47
50.0000,8.2269,43.0,7.309091,1.063636,267.0,2.427273,34.15,-118.47
49.5500,5.4591,31.0,5.981132,1.011792,990.0,2.334906,34.15,-118.48
50.0000,6.7082,30.0,6.680000,1.020952,1427.0,2.718095,34.16,-118.48
50.0000,10.3599,31.0,8.403968,1.030658,2980.0,2.687106,34.14,-118.48
50.0000,8.8115,34.0,6.990704,1.023904,1738.0,2.308101,34.14,-118.46
50.0000,8.1530,36.0,7.580475,1.108179,850.0,2.242744,34.14,-118.47
50.0000,7.6290,34.0,6.006590,1.004942,1390.0,2.289951,34.14,-118.47
50.0000,10.9237,44.0,7.837963,1.106481,498.0,2.305556,34.14,-118.43
50.0000,8.2954,37.0,6.606607,1.043544,1521.0,2.283784,34.13,-118.43
49.0800,7.9625,33.0,6.520599,1.026217,588.0,2.202247,34.14,-118.45
50.0000,9.0420,52.0,7.962085,1.127962,493.0,2.336493,34.15,-118.35
50.0000,4.3000,41.0,5.445469,1.072197,1221.0,1.875576,34.15,-118.36
36.6100,3.6202,34.0,4.382036,1.102994,1338.0,1.602395,34.15,-118.36
26.3100,3.1373,23.0,3.752241,1.074980,2391.0,1.948655,34.15,-118.37
37.6100,3.3669,29.0,4.589878,1.076789,1071.0,1.869110,34.15,-118.37
32.0600,3.1288,42.0,4.508604,1.043977,1065.0,2.036329,34.16,-118.38
36.5900,4.3036,36.0,5.065630,1.069085,1115.0,1.925734,34.15,-118.38
39.4400,4.2031,29.0,4.844237,1.012461,1212.0,1.887850,34.15,-118.39
42.5000,3.4612,29.0,5.010929,0.989071,379.0,2.071038,34.15,-118.39
25.6300,3.2388,20.0,4.137791,1.075988,1637.0,1.658561,34.16,-118.39
36.9100,3.0398,31.0,4.587470,1.074468,1535.0,1.814421,34.15,-118.4
42.5900,4.3468,33.0,4.639816,0.998849,1695.0,1.950518,34.15,-118.41
37.1400,4.6150,48.0,5.396825,1.039683,268.0,2.126984,34.15,-118.42
37.2300,4.3214,18.0,5.645646,1.261261,681.0,2.045045,34.15,-118.42
35.5900,5.2853,31.0,5.169444,1.194444,736.0,2.044444,34.15,-118.42
34.1700,4.0208,17.0,4.694915,1.186441,119.0,2.016949,34.16,-118.42
37.5000,0.5360,46.0,9.000000,1.500000,20.0,3.333333,34.16,-118.42
38.0400,4.3888,41.0,5.741007,1.199041,837.0,2.007194,34.15,-118.4
37.4500,5.0754,44.0,5.196281,1.053719,967.0,1.997934,34.15,-118.4
36.4700,4.1656,24.0,4.687952,1.043373,1568.0,1.889157,34.15,-118.41
42.4000,6.0830,46.0,6.310078,1.003876,500.0,1.937984,34.15,-118.41
29.5200,3.6823,30.0,4.300000,0.990625,629.0,1.965625,34.14,-118.36
19.7900,3.5714,8.0,3.105599,1.105599,2138.0,1.515237,34.14,-118.37
36.7700,3.7986,21.0,4.268739,1.061243,1914.0,1.749543,34.14,-118.37
38.6700,7.7112,42.0,5.593750,1.004464,492.0,2.196429,34.14,-118.38
30.9200,5.5683,19.0,5.287500,1.077083,2021.0,2.105208,34.14,-118.39
37.3500,3.1145,36.0,4.091047,1.081942,905.0,1.373293,34.15,-118.39
38.5900,4.3333,39.0,5.791367,1.000000,511.0,1.838129,34.13,-118.35
40.9600,4.2415,41.0,5.105016,1.064263,1237.0,1.938871,34.12,-118.34
49.5600,8.0498,36.0,6.080531,1.044248,2216.0,1.961062,34.13,-118.36
39.6400,3.5096,23.0,3.939331,1.071130,774.0,1.619247,34.14,-118.37
50.0000,8.5677,28.0,6.970732,1.019512,1498.0,2.435772,34.13,-118.37
50.0000,6.5533,34.0,6.431154,1.086231,1572.0,2.186370,34.14,-118.39
48.3800,6.0876,40.0,5.504202,0.991597,666.0,1.865546,34.14,-118.38
50.0000,10.5574,32.0,7.344000,1.027556,2712.0,2.410667,34.13,-118.4
39.9300,6.0678,52.0,6.420455,1.064394,595.0,2.253788,34.14,-118.4
36.0700,5.1377,45.0,4.738636,1.011364,187.0,2.125000,34.14,-118.4
49.7600,5.7380,33.0,5.984615,1.100000,258.0,1.984615,34.14,-118.41
50.0000,4.0439,27.0,4.987500,1.115000,1417.0,1.771250,34.14,-118.42
50.0000,12.7823,38.0,7.422481,1.003876,1292.0,2.503876,34.13,-118.42
27.4600,5.5291,52.0,5.937984,1.049096,1203.0,3.108527,34.14,-118.22
24.7700,3.7404,52.0,5.807531,1.133891,735.0,3.075314,34.14,-118.22
29.3900,5.5523,52.0,6.129032,1.041935,1842.0,2.970968,34.14,-118.2
25.7900,3.6058,46.0,5.234649,1.070175,1181.0,2.589912,34.14,-118.19
29.1500,5.2962,38.0,6.148148,1.010101,793.0,2.670034,34.14,-118.19
17.5000,2.3958,39.0,3.043956,0.978022,182.0,2.000000,34.14,-118.23
25.8100,5.5456,50.0,5.678571,1.099379,1725.0,2.678571,34.14,-118.22
27.2400,5.7794,35.0,5.493554,0.968692,1614.0,2.972376,34.13,-118.22
20.4199,4.0909,52.0,5.358974,1.194872,1219.0,3.125641,34.14,-118.2
18.6500,3.2222,44.0,4.343669,1.051680,1105.0,2.855297,34.14,-118.21
18.9800,2.2267,25.0,3.244898,1.068027,1412.0,2.401361,34.14,-118.21
21.7000,3.9375,51.0,5.231806,1.018868,1012.0,2.727763,34.14,-118.2
20.9200,4.3359,47.0,5.070281,1.050201,1514.0,3.040161,34.14,-118.19
18.0400,3.9250,52.0,4.635945,1.055300,1314.0,3.027650,34.13,-118.19
19.3600,3.5349,52.0,4.646119,1.047945,2589.0,5.910959,34.13,-118.2
21.4200,3.2500,52.0,4.324561,1.071930,1433.0,2.514035,34.13,-118.21
17.3800,2.7098,47.0,4.330601,1.147541,949.0,2.592896,34.13,-118.22
17.8100,3.3542,52.0,4.882716,1.074074,501.0,3.092593,34.13,-118.22
18.2100,3.5341,52.0,4.929204,1.050885,1311.0,2.900442,34.13,-118.18
16.5100,1.9219,52.0,3.819788,1.098940,904.0,3.194346,34.12,-118.18
16.7900,4.2100,45.0,5.089172,1.036093,1569.0,3.331210,34.12,-118.18
16.9200,2.9154,35.0,4.244628,1.110744,1696.0,2.803306,34.12,-118.17
17.3400,2.3690,29.0,4.030534,1.125191,1795.0,2.740458,34.12,-118.18
23.1999,3.7813,30.0,4.656552,0.993103,1990.0,2.744828,34.12,-118.17
19.8000,3.1286,50.0,4.467577,1.030717,883.0,3.013652,34.13,-118.19
16.2500,4.2344,52.0,4.165644,0.809816,483.0,2.963190,34.12,-118.19
14.6400,2.3071,41.0,4.444254,1.169811,2366.0,4.058319,34.12,-118.19
17.0600,4.0416,44.0,4.322695,1.148936,1036.0,3.673759,34.12,-118.19
17.2100,2.7012,36.0,3.995769,1.015515,2148.0,3.029619,34.12,-118.19
19.6400,4.0052,30.0,4.237736,1.036478,2032.0,2.555975,34.13,-118.2
17.3600,3.3438,50.0,5.102787,1.024390,1931.0,3.364111,34.13,-118.2
16.7600,3.3326,52.0,3.891626,1.049261,1462.0,3.600985,34.12,-118.2
16.2000,2.9194,41.0,4.211921,1.110375,1557.0,3.437086,34.12,-118.2
17.3900,3.4625,52.0,4.953271,1.121495,1127.0,3.510903,34.12,-118.21
